1352CSTAD,Student87,25,3,2006,Class5,Subject5,2024-05-14
2556CSTAD,Student88,11,10,2006,Class2,Subject2,2024-05-14
2254CSTAD,Student89,24,11,1995,Class5,Subject2,2024-05-14
7993CSTAD,Student90,4,11,1999,Class2,Subject5,2024-05-14
7916CSTAD,Student91,9,6,1993,Class1,Subject1,2024-05-14
4109CSTAD,Student92,1,8,1993,Class5,Subject3,2024-05-14
2911CSTAD,Student93,28,11,1997,Class5,Subject5,2024-05-14
8401CSTAD,Student94,6,9,1994,Class3,Subject4,2024-05-14
7777CSTAD,Student95,6,4,1991,Class3,Subject3,2024-05-14
6133CSTAD,Student96,21,2,1992,Class1,Subject3,2024-05-14
5936CSTAD,Student97,19,2,2000,Class4,Subject4,2024-05-14
1591CSTAD,Student98,25,11,1990,Class1,Subject3,2024-05-14
3237CSTAD,Student99,24,4,2003,Class4,Subject4,2024-05-14
8086CSTAD,Student100,27,7,2002,Class2,Subject2,2024-05-14
7389CSTAD,Student101,9,1,2005,Class3,Subject1,2024-05-14
4581CSTAD,Student102,13,2,2008,Class4,Subject4,2024-05-14
5261CSTAD,Student103,23,11,2009,Class4,Subject4,2024-05-14
3037CSTAD,Student104,26,2,2008,Class2,Subject2,2024-05-14
3759CSTAD,Student105,25,8,2004,Class5,Subject4,2024-05-14
4851CSTAD,Student106,18,1,2000,Class5,Subject5,2024-05-14
2457CSTAD,Student107,23,2,1999,Class3,Subject3,2024-05-14
9496CSTAD,Student108,26,5,2001,Class2,Subject3,2024-05-14
9654CSTAD,Student109,22,11,2003,Class3,Subject5,2024-05-14
3718CSTAD,Student110,4,6,2001,Class5,Subject1,2024-05-14
1749CSTAD,Student111,26,1,1990,Class4,Subject2,2024-05-14
2928CSTAD,Student112,18,1,2006,Class3,Subject1,2024-05-14
2509CSTAD,Student113,28,4,2008,Class2,Subject4,2024-05-14
9874CSTAD,Student114,25,3,2006,Class2,Subject5,2024-05-14
7515CSTAD,Student115,22,2,2000,Class2,Subject2,2024-05-14
4160CSTAD,Student116,14,4,2007,Class2,Subject3,2024-05-14
6859CSTAD,Student117,6,1,2002,Class5,Subject4,2024-05-14
8466CSTAD,Student118,8,6,1997,Class5,Subject4,2024-05-14
7202CSTAD,Student119,12,4,2006,Class2,Subject5,2024-05-14
9084CSTAD,Student120,20,7,1994,Class5,Subject5,2024-05-14
5189CSTAD,Student121,10,4,1992,Class1,Subject3,2024-05-14
2107CSTAD,Student122,7,7,1998,Class1,Subject5,2024-05-14
3867CSTAD,Student123,14,1,2006,Class4,Subject4,2024-05-14
1235CSTAD,Student124,6,10,2002,Class4,Subject1,2024-05-14
2637CSTAD,Student125,5,1,1990,Class5,Subject2,2024-05-14
9766CSTAD,Student126,28,12,1996,Class1,Subject5,2024-05-14
9687CSTAD,Student127,7,6,2001,Class5,Subject5,2024-05-14
9902CSTAD,Student128,28,3,2004,Class3,Subject2,2024-05-14
6527CSTAD,Student129,2,4,2009,Class4,Subject1,2024-05-14
6956CSTAD,Student130,2,4,1993,Class1,Subject1,2024-05-14
3498CSTAD,Student131,17,2,2005,Class4,Subject1,2024-05-14
6280CSTAD,Student132,14,8,2006,Class1,Subject5,2024-05-14
9711CSTAD,Student133,18,1,2007,Class5,Subject4,2024-05-14
1720CSTAD,Student134,16,10,1996,Class5,Subject3,2024-05-14
5388CSTAD,Student135,4,11,2003,Class5,Subject5,2024-05-14
4701CSTAD,Student136,14,5,1990,Class2,Subject2,2024-05-14
7133CSTAD,Student137,16,3,2005,Class5,Subject5,2024-05-14
6896CSTAD,Student138,27,10,2009,Class2,Subject3,2024-05-14
6475CSTAD,Student139,19,6,2003,Class2,Subject2,2024-05-14
8452CSTAD,Student140,5,4,1998,Class5,Subject1,2024-05-14
7593CSTAD,Student141,22,2,2007,Class1,Subject3,2024-05-14
8428CSTAD,Student142,22,5,2006,Class2,Subject4,2024-05-14
2571CSTAD,Student143,8,6,1998,Class3,Subject3,2024-05-14
2621CSTAD,Student144,13,5,1993,Class1,Subject1,2024-05-14
1448CSTAD,Student145,20,9,1994,Class1,Subject5,2024-05-14
4238CSTAD,Student146,4,2,1995,Class3,Subject5,2024-05-14
4231CSTAD,Student147,11,5,2009,Class2,Subject1,2024-05-14
2076CSTAD,Student148,6,6,2003,Class4,Subject2,2024-05-14
1006CSTAD,Student149,6,9,1990,Class4,Subject4,2024-05-14
2858CSTAD,Student150,16,10,2001,Class2,Subject4,2024-05-14
7149CSTAD,Student151,7,8,1994,Class4,Subject1,2024-05-14
7788CSTAD,Student152,20,9,2000,Class4,Subject3,2024-05-14
6642CSTAD,Student153,13,1,1997,Class4,Subject3,2024-05-14
7868CSTAD,Student154,10,1,1997,Class5,Subject1,2024-05-14
6695CSTAD,Student155,10,2,2002,Class5,Subject4,2024-05-14
6925CSTAD,Student156,2,2,1999,Class3,Subject2,2024-05-14
5662CSTAD,Student157,15,12,1996,Class5,Subject1,2024-05-14
6277CSTAD,Student158,27,11,1996,Class4,Subject1,2024-05-14
7813CSTAD,Student159,11,6,1994,Class2,Subject4,2024-05-14
1008CSTAD,Student160,27,6,1994,Class1,Subject5,2024-05-14
5565CSTAD,Student161,7,11,1992,Class2,Subject4,2024-05-14
2582CSTAD,Student162,4,1,1991,Class3,Subject2,2024-05-14
7853CSTAD,Student163,2,3,2006,Class5,Subject2,2024-05-14
9990CSTAD,Student164,3,11,1995,Class1,Subject1,2024-05-14
2228CSTAD,Student165,13,9,2005,Class1,Subject2,2024-05-14
2188CSTAD,Student166,8,2,1996,Class2,Subject1,2024-05-14
5963CSTAD,Student167,17,10,2007,Class2,Subject3,2024-05-14
6861CSTAD,Student168,18,2,2002,Class5,Subject5,2024-05-14
6946CSTAD,Student169,28,9,1995,Class4,Subject5,2024-05-14
1771CSTAD,Student170,28,3,1994,Class1,Subject1,2024-05-14
6330CSTAD,Student171,10,8,1991,Class4,Subject4,2024-05-14
5884CSTAD,Student172,13,8,2001,Class2,Subject1,2024-05-14
2752CSTAD,Student173,3,9,1999,Class5,Subject2,2024-05-14
9396CSTAD,Student174,9,11,1991,Class4,Subject2,2024-05-14
3082CSTAD,Student175,27,9,2000,Class4,Subject4,2024-05-14
5010CSTAD,Student176,7,2,2006,Class1,Subject4,2024-05-14
1202CSTAD,Student177,2,10,2001,Class1,Subject4,2024-05-14
5944CSTAD,Student178,12,8,1991,Class4,Subject1,2024-05-14
4064CSTAD,Student179,24,3,2002,Class4,Subject1,2024-05-14
9972CSTAD,Student180,12,2,1997,Class4,Subject2,2024-05-14
1965CSTAD,Student181,24,9,2006,Class4,Subject5,2024-05-14
4243CSTAD,Student182,24,9,2005,Class2,Subject3,2024-05-14
7682CSTAD,Student183,9,6,2007,Class5,Subject3,2024-05-14
8564CSTAD,Student184,23,12,1995,Class5,Subject1,2024-05-14
2855CSTAD,Student185,22,5,1999,Class5,Subject3,2024-05-14
9650CSTAD,Student186,26,7,1999,Class3,Subject2,2024-05-14
3280CSTAD,Student187,17,10,2001,Class5,Subject2,2024-05-14
9603CSTAD,Student188,12,2,2003,Class5,Subject1,2024-05-14
6443CSTAD,Student189,3,3,2003,Class3,Subject5,2024-05-14
4382CSTAD,Student190,22,1,2009,Class2,Subject2,2024-05-14
6789CSTAD,Student191,15,12,1990,Class1,Subject1,2024-05-14
2681CSTAD,Student192,20,1,2005,Class5,Subject4,2024-05-14
8755CSTAD,Student193,17,10,1999,Class1,Subject1,2024-05-14
5856CSTAD,Student194,6,4,2002,Class4,Subject5,2024-05-14
3212CSTAD,Student195,6,2,1993,Class2,Subject2,2024-05-14
7056CSTAD,Student196,19,7,1994,Class5,Subject3,2024-05-14
2980CSTAD,Student197,22,5,1991,Class3,Subject1,2024-05-14
5699CSTAD,Student198,8,4,2003,Class5,Subject1,2024-05-14
5924CSTAD,Student199,13,7,2006,Class3,Subject2,2024-05-14
5910CSTAD,Student200,27,11,1996,Class3,Subject2,2024-05-14
7510CSTAD,Student201,2,12,2005,Class2,Subject2,2024-05-14
1661CSTAD,Student202,7,10,1994,Class2,Subject5,2024-05-14
1422CSTAD,Student203,18,8,2005,Class5,Subject5,2024-05-14
9992CSTAD,Student204,17,1,1997,Class1,Subject4,2024-05-14
4114CSTAD,Student205,9,4,1996,Class4,Subject5,2024-05-14
5326CSTAD,Student206,25,12,1991,Class2,Subject5,2024-05-14
9458CSTAD,Student207,5,7,2004,Class5,Subject5,2024-05-14
5128CSTAD,Student208,11,8,2004,Class2,Subject5,2024-05-14
3803CSTAD,Student209,1,7,2000,Class5,Subject4,2024-05-14
9776CSTAD,Student210,12,5,1999,Class5,Subject2,2024-05-14
4334CSTAD,Student211,8,11,2000,Class1,Subject1,2024-05-14
6024CSTAD,Student212,14,2,2001,Class3,Subject5,2024-05-14
7246CSTAD,Student213,23,5,2008,Class2,Subject5,2024-05-14
5679CSTAD,Student214,4,11,2008,Class5,Subject1,2024-05-14
5623CSTAD,Student215,27,2,1992,Class2,Subject2,2024-05-14
3845CSTAD,Student216,16,8,2007,Class4,Subject5,2024-05-14
5579CSTAD,Student217,5,10,1997,Class1,Subject1,2024-05-14
6343CSTAD,Student218,22,8,1993,Class1,Subject1,2024-05-14
4190CSTAD,Student219,12,7,1999,Class5,Subject5,2024-05-14
9093CSTAD,Student220,1,8,1996,Class4,Subject1,2024-05-14
6378CSTAD,Student221,9,6,1998,Class2,Subject1,2024-05-14
2145CSTAD,Student222,22,10,2005,Class2,Subject2,2024-05-14
1166CSTAD,Student223,15,5,2004,Class2,Subject3,2024-05-14
1938CSTAD,Student224,12,10,1998,Class1,Subject4,2024-05-14
8711CSTAD,Student225,17,5,2002,Class2,Subject4,2024-05-14
9583CSTAD,Student226,16,7,2008,Class1,Subject3,2024-05-14
7521CSTAD,Student227,2,6,2007,Class5,Subject4,2024-05-14
9358CSTAD,Student228,17,4,2002,Class1,Subject1,2024-05-14
1959CSTAD,Student229,8,1,1995,Class2,Subject5,2024-05-14
8715CSTAD,Student230,9,10,1998,Class2,Subject3,2024-05-14
8966CSTAD,Student231,25,10,2000,Class4,Subject5,2024-05-14
5254CSTAD,Student232,20,2,2000,Class2,Subject3,2024-05-14
3921CSTAD,Student233,13,7,2007,Class2,Subject2,2024-05-14
6213CSTAD,Student234,21,12,1990,Class1,Subject3,2024-05-14
2975CSTAD,Student235,5,6,1998,Class2,Subject3,2024-05-14
1112CSTAD,Student236,15,7,2007,Class4,Subject3,2024-05-14
7567CSTAD,Student237,2,3,2005,Class3,Subject3,2024-05-14
7723CSTAD,Student238,17,5,2007,Class4,Subject5,2024-05-14
8227CSTAD,Student239,3,6,1992,Class3,Subject2,2024-05-14
9661CSTAD,Student240,23,3,2000,Class3,Subject3,2024-05-14
1891CSTAD,Student241,14,12,1996,Class4,Subject2,2024-05-14
3463CSTAD,Student242,13,1,2003,Class4,Subject2,2024-05-14
4425CSTAD,Student243,16,9,2006,Class2,Subject5,2024-05-14
3576CSTAD,Student244,13,8,1990,Class4,Subject4,2024-05-14
5811CSTAD,Student245,28,9,2005,Class5,Subject4,2024-05-14
6612CSTAD,Student246,2,8,2007,Class2,Subject5,2024-05-14
6070CSTAD,Student247,1,11,2007,Class4,Subject3,2024-05-14
9285CSTAD,Student248,8,10,2002,Class1,Subject4,2024-05-14
1822CSTAD,Student249,1,7,2008,Class3,Subject4,2024-05-14
4570CSTAD,Student250,16,4,1999,Class3,Subject2,2024-05-14
1098CSTAD,Student251,3,10,2003,Class2,Subject1,2024-05-14
3412CSTAD,Student252,28,3,1991,Class5,Subject3,2024-05-14
5693CSTAD,Student253,28,10,2006,Class3,Subject4,2024-05-14
7454CSTAD,Student254,22,6,1997,Class1,Subject1,2024-05-14
1479CSTAD,Student255,11,7,2000,Class5,Subject5,2024-05-14
2108CSTAD,Student256,11,3,2005,Class1,Subject4,2024-05-14
5259CSTAD,Student257,19,4,2006,Class4,Subject2,2024-05-14
2412CSTAD,Student258,20,5,1997,Class1,Subject5,2024-05-14
5667CSTAD,Student259,10,5,1996,Class4,Subject3,2024-05-14
9097CSTAD,Student260,18,10,1996,Class1,Subject3,2024-05-14
4005CSTAD,Student261,27,6,2007,Class4,Subject2,2024-05-14
3278CSTAD,Student262,23,11,1997,Class3,Subject1,2024-05-14
2178CSTAD,Student263,8,3,2000,Class5,Subject1,2024-05-14
2407CSTAD,Student264,19,6,2009,Class3,Subject3,2024-05-14
3092CSTAD,Student265,3,6,1999,Class2,Subject4,2024-05-14
7811CSTAD,Student266,21,10,2001,Class3,Subject4,2024-05-14
4557CSTAD,Student267,15,11,2009,Class1,Subject3,2024-05-14
5205CSTAD,Student268,20,3,1999,Class5,Subject5,2024-05-14
2999CSTAD,Student269,28,10,2004,Class4,Subject1,2024-05-14
7609CSTAD,Student270,18,1,1995,Class1,Subject3,2024-05-14
3862CSTAD,Student271,24,12,2005,Class3,Subject5,2024-05-14
7827CSTAD,Student272,28,3,2005,Class5,Subject4,2024-05-14
4706CSTAD,Student273,12,1,2001,Class2,Subject1,2024-05-14
4379CSTAD,Student274,15,5,1994,Class5,Subject4,2024-05-14
6153CSTAD,Student275,8,1,1994,Class5,Subject4,2024-05-14
9413CSTAD,Student276,12,6,2009,Class2,Subject5,2024-05-14
9715CSTAD,Student277,6,10,2000,Class4,Subject3,2024-05-14
4684CSTAD,Student278,8,1,2005,Class4,Subject1,2024-05-14
8294CSTAD,Student279,22,8,2000,Class5,Subject3,2024-05-14
8902CSTAD,Student280,18,8,1993,Class4,Subject5,2024-05-14
8632CSTAD,Student281,11,8,2008,Class2,Subject2,2024-05-14
4771CSTAD,Student282,1,7,2008,Class1,Subject2,2024-05-14
5459CSTAD,Student283,14,8,2005,Class2,Subject5,2024-05-14
3878CSTAD,Student284,14,3,1999,Class1,Subject1,2024-05-14
6690CSTAD,Student285,1,5,1995,Class1,Subject5,2024-05-14
1438CSTAD,Student286,8,1,2000,Class2,Subject3,2024-05-14
1835CSTAD,Student287,26,12,2003,Class3,Subject3,2024-05-14
3638CSTAD,Student288,16,6,1993,Class2,Subject4,2024-05-14
1118CSTAD,Student289,22,3,2003,Class2,Subject3,2024-05-14
3823CSTAD,Student290,4,1,2006,Class5,Subject1,2024-05-14
1066CSTAD,Student291,17,10,1999,Class5,Subject4,2024-05-14
1519CSTAD,Student292,26,1,1992,Class4,Subject5,2024-05-14
9503CSTAD,Student293,16,10,2008,Class3,Subject1,2024-05-14
7851CSTAD,Student294,13,11,1991,Class2,Subject4,2024-05-14
1102CSTAD,Student295,11,2,1995,Class5,Subject1,2024-05-14
8632CSTAD,Student296,17,7,1992,Class2,Subject3,2024-05-14
8509CSTAD,Student297,1,9,2003,Class4,Subject3,2024-05-14
6111CSTAD,Student298,13,2,1996,Class1,Subject3,2024-05-14
8456CSTAD,Student299,18,10,2003,Class5,Subject1,2024-05-14
1885CSTAD,Student300,27,3,2004,Class4,Subject4,2024-05-14
7602CSTAD,Student301,28,6,1995,Class1,Subject4,2024-05-14
9753CSTAD,Student302,27,7,1990,Class3,Subject3,2024-05-14
7393CSTAD,Student303,1,7,2002,Class3,Subject4,2024-05-14
6041CSTAD,Student304,17,5,2008,Class3,Subject2,2024-05-14
1345CSTAD,Student305,4,6,1998,Class3,Subject3,2024-05-14
8109CSTAD,Student306,9,7,2001,Class2,Subject5,2024-05-14
1159CSTAD,Student307,19,3,2008,Class2,Subject4,2024-05-14
6109CSTAD,Student308,1,10,1994,Class1,Subject4,2024-05-14
6614CSTAD,Student309,2,10,1991,Class4,Subject5,2024-05-14
1030CSTAD,Student310,18,8,1991,Class3,Subject5,2024-05-14
8855CSTAD,Student311,27,2,2004,Class3,Subject5,2024-05-14
5287CSTAD,Student312,11,12,2007,Class2,Subject5,2024-05-14
1609CSTAD,Student313,6,2,2000,Class4,Subject2,2024-05-14
8194CSTAD,Student314,28,5,2005,Class2,Subject3,2024-05-14
4344CSTAD,Student315,20,4,1991,Class2,Subject2,2024-05-14
6029CSTAD,Student316,11,4,2009,Class3,Subject2,2024-05-14
7755CSTAD,Student317,7,5,2004,Class4,Subject1,2024-05-14
8551CSTAD,Student318,25,11,1995,Class3,Subject4,2024-05-14
7031CSTAD,Student319,25,2,2005,Class1,Subject1,2024-05-14
8984CSTAD,Student320,3,10,2007,Class4,Subject5,2024-05-14
4727CSTAD,Student321,11,2,1997,Class2,Subject5,2024-05-14
3017CSTAD,Student322,8,9,2007,Class4,Subject2,2024-05-14
1862CSTAD,Student323,20,2,1993,Class5,Subject2,2024-05-14
7378CSTAD,Student324,16,5,2006,Class1,Subject1,2024-05-14
1691CSTAD,Student325,7,11,2009,Class3,Subject1,2024-05-14
6842CSTAD,Student326,8,10,2005,Class5,Subject5,2024-05-14
6659CSTAD,Student327,14,11,2008,Class1,Subject3,2024-05-14
9560CSTAD,Student328,17,6,1996,Class2,Subject3,2024-05-14
8446CSTAD,Student329,18,5,1999,Class1,Subject3,2024-05-14
2193CSTAD,Student330,6,6,2007,Class1,Subject1,2024-05-14
4136CSTAD,Student331,20,2,2008,Class1,Subject3,2024-05-14
1090CSTAD,Student332,21,9,1995,Class5,Subject3,2024-05-14
3089CSTAD,Student333,13,5,1994,Class5,Subject2,2024-05-14
1508CSTAD,Student334,9,9,2001,Class5,Subject2,2024-05-14
8886CSTAD,Student335,1,1,2005,Class5,Subject2,2024-05-14
9911CSTAD,Student336,8,7,1997,Class3,Subject3,2024-05-14
5278CSTAD,Student337,6,3,1992,Class5,Subject5,2024-05-14
6086CSTAD,Student338,24,12,2004,Class5,Subject1,2024-05-14
8858CSTAD,Student339,13,3,1998,Class4,Subject4,2024-05-14
3482CSTAD,Student340,16,7,2000,Class3,Subject3,2024-05-14
1476CSTAD,Student341,28,3,2006,Class2,Subject2,2024-05-14
2147CSTAD,Student342,10,11,2005,Class5,Subject5,2024-05-14
4977CSTAD,Student343,19,10,1991,Class2,Subject5,2024-05-14
2864CSTAD,Student344,15,5,1990,Class3,Subject2,2024-05-14
5681CSTAD,Student345,3,11,2009,Class5,Subject2,2024-05-14
3503CSTAD,Student346,7,2,1993,Class5,Subject1,2024-05-14
7059CSTAD,Student347,9,2,1994,Class4,Subject3,2024-05-14
8960CSTAD,Student348,2,2,1997,Class2,Subject1,2024-05-14
9783CSTAD,Student349,4,4,2005,Class4,Subject3,2024-05-14
9171CSTAD,Student350,12,1,2006,Class4,Subject5,2024-05-14
6492CSTAD,Student351,7,3,1998,Class4,Subject5,2024-05-14
6058CSTAD,Student352,6,7,1995,Class1,Subject1,2024-05-14
7409CSTAD,Student353,21,9,1991,Class3,Subject2,2024-05-14
4489CSTAD,Student354,1,12,2003,Class2,Subject5,2024-05-14
3167CSTAD,Student355,15,11,1990,Class4,Subject2,2024-05-14
2481CSTAD,Student356,25,11,2009,Class3,Subject2,2024-05-14
7299CSTAD,Student357,24,3,2007,Class1,Subject5,2024-05-14
1571CSTAD,Student358,3,12,1995,Class3,Subject1,2024-05-14
8922CSTAD,Student359,12,2,2009,Class5,Subject1,2024-05-14
7609CSTAD,Student360,24,5,1994,Class3,Subject1,2024-05-14
1486CSTAD,Student361,20,12,1997,Class5,Subject3,2024-05-14
4625CSTAD,Student362,11,9,2001,Class3,Subject3,2024-05-14
9438CSTAD,Student363,25,1,1991,Class3,Subject5,2024-05-14
2467CSTAD,Student364,10,8,2007,Class2,Subject4,2024-05-14
1818CSTAD,Student365,16,1,2002,Class1,Subject1,2024-05-14
6617CSTAD,Student366,12,10,2003,Class1,Subject1,2024-05-14
6820CSTAD,Student367,14,1,1999,Class4,Subject2,2024-05-14
9141CSTAD,Student368,17,11,1991,Class3,Subject4,2024-05-14
7027CSTAD,Student369,21,9,2006,Class4,Subject2,2024-05-14
5621CSTAD,Student370,24,9,2002,Class5,Subject4,2024-05-14
4545CSTAD,Student371,12,2,1993,Class2,Subject5,2024-05-14
1355CSTAD,Student372,27,1,2004,Class2,Subject4,2024-05-14
2429CSTAD,Student373,7,4,1995,Class5,Subject1,2024-05-14
8777CSTAD,Student374,17,5,2006,Class1,Subject1,2024-05-14
6132CSTAD,Student375,20,8,1997,Class5,Subject5,2024-05-14
4633CSTAD,Student376,5,7,1991,Class2,Subject1,2024-05-14
6680CSTAD,Student377,18,5,2007,Class1,Subject4,2024-05-14
7650CSTAD,Student378,11,3,2009,Class1,Subject4,2024-05-14
3091CSTAD,Student379,27,1,2001,Class3,Subject3,2024-05-14
3710CSTAD,Student380,16,9,1998,Class5,Subject1,2024-05-14
7006CSTAD,Student381,5,8,2004,Class3,Subject3,2024-05-14
3857CSTAD,Student382,7,5,2004,Class5,Subject4,2024-05-14
5106CSTAD,Student383,5,2,2009,Class3,Subject4,2024-05-14
4884CSTAD,Student384,23,2,2000,Class1,Subject2,2024-05-14
7361CSTAD,Student385,18,1,1994,Class1,Subject1,2024-05-14
9279CSTAD,Student386,27,11,1999,Class2,Subject4,2024-05-14
4493CSTAD,Student387,21,7,2001,Class1,Subject4,2024-05-14
6324CSTAD,Student388,25,2,2009,Class2,Subject1,2024-05-14
3918CSTAD,Student389,6,8,2005,Class1,Subject2,2024-05-14
3263CSTAD,Student390,4,5,2008,Class3,Subject3,2024-05-14
5970CSTAD,Student391,6,4,1999,Class4,Subject2,2024-05-14
5883CSTAD,Student392,26,5,1997,Class2,Subject1,2024-05-14
8021CSTAD,Student393,7,8,2003,Class2,Subject1,2024-05-14
7735CSTAD,Student394,25,3,1991,Class5,Subject3,2024-05-14
7208CSTAD,Student395,10,2,2005,Class1,Subject5,2024-05-14
2679CSTAD,Student396,17,3,1997,Class4,Subject3,2024-05-14
6783CSTAD,Student397,16,1,1999,Class3,Subject4,2024-05-14
7472CSTAD,Student398,19,2,1993,Class4,Subject5,2024-05-14
8091CSTAD,Student399,17,7,1999,Class1,Subject4,2024-05-14
3995CSTAD,Student400,18,12,1995,Class1,Subject1,2024-05-14
